forecast_date,inventory_week_start,store_id,store_name,region,product_id,product_name,category,supplier_id,supplier_name,supplier_lead_time_days,current_stock,forecast_demand,safety_stock,reorder_point,average_weekly_demand,projected_stock_after_forecast,weeks_of_supply,risk_status,risk_reason
2026-01-05,2025-12-29,S016,West Express 16,West,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,21,12.5,6,23,12.75,8.5,1.6470588235294117,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S016,West Express 16,West,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,45,15.33,6,48,13.5,29.67,3.3333333333333335,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S016,West Express 16,West,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,51,23.52,10,39,23.5,27.48,2.1702127659574466,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P015,Mineral Water 1L,Beverages,SUP005,Beverages Supplier 1,19,131,19.83,9,69,21.0,111.17,6.238095238095238,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,167,27.14,12,96,30.5,139.86,5.475409836065574,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,140,28.66,12,75,30.75,111.34,4.5528455284552845,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P020,Laundry Detergent 1kg,Household Essentials,SUP008,Household Supplier 2,13,64,9.28,4,25,9.75,54.72,6.564102564102564,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,22,22.23,10,40,25.5,-0.23000000000000043,0.8627450980392157,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S016,West Express 16,West,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,88,15.7,7,41,17.25,72.3,5.101449275362318,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,136,29.07,13,79,30.5,106.93,4.459016393442623,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,80,18.39,8,46,18.5,61.61,4.324324324324325,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
